sentence,token,predicted_POS,predicted_NER
وقد عززت هذا المفهوم المناقشات المتصلة بفكرة الذوق ودور المتذوق، واختراع بومغارتن Baumgarten لمصطلح علم الجمال aesthetics وجهوده مع «كنت» ولا سيما في كتابه الأخير «نقد الحكم»، في التمييز ما بين الجميل، والجيد، والحقيقي، والمفيد فضلًا عن النهوض البطيء لمكانة الرواية في المجتمع الأوربي، وقاد كل ذلك في نهاية المطاف إلى ظهور مفهوم للأدب مواز لمفهومي الفنون التشكيلية والموسيقى وغيرهما من الفنون الجميلة المعروفة، وغدا الأدب واحدًا منها يتبوأ بين أقرانه الستة مكانة بارزة.,##غار,verb,I-PERS
وقد عززت هذا المفهوم المناقشات المتصلة بفكرة الذوق ودور المتذوق، واختراع بومغارتن Baumgarten لمصطلح علم الجمال aesthetics وجهوده مع «كنت» ولا سيما في كتابه الأخير «نقد الحكم»، في التمييز ما بين الجميل، والجيد، والحقيقي، والمفيد فضلًا عن النهوض البطيء لمكانة الرواية في المجتمع الأوربي، وقاد كل ذلك في نهاية المطاف إلى ظهور مفهوم للأدب مواز لمفهومي الفنون التشكيلية والموسيقى وغيرهما من الفنون الجميلة المعروفة، وغدا الأدب واحدًا منها يتبوأ بين أقرانه الستة مكانة بارزة.,##تن,verb,I-PERS
وقد عززت هذا المفهوم المناقشات المتصلة بفكرة الذوق ودور المتذوق، واختراع بومغارتن Baumgarten لمصطلح علم الجمال aesthetics وجهوده مع «كنت» ولا سيما في كتابه الأخير «نقد الحكم»، في التمييز ما بين الجميل، والجيد، والحقيقي، والمفيد فضلًا عن النهوض البطيء لمكانة الرواية في المجتمع الأوربي، وقاد كل ذلك في نهاية المطاف إلى ظهور مفهوم للأدب مواز لمفهومي الفنون التشكيلية والموسيقى وغيرهما من الفنون الجميلة المعروفة، وغدا الأدب واحدًا منها يتبوأ بين أقرانه الستة مكانة بارزة.,B,pron_dem,B-PERS
وقد عززت هذا المفهوم المناقشات المتصلة بفكرة الذوق ودور المتذوق، واختراع بومغارتن Baumgarten لمصطلح علم الجمال aesthetics وجهوده مع «كنت» ولا سيما في كتابه الأخير «نقد الحكم»، في التمييز ما بين الجميل، والجيد، والحقيقي، والمفيد فضلًا عن النهوض البطيء لمكانة الرواية في المجتمع الأوربي، وقاد كل ذلك في نهاية المطاف إلى ظهور مفهوم للأدب مواز لمفهومي الفنون التشكيلية والموسيقى وغيرهما من الفنون الجميلة المعروفة، وغدا الأدب واحدًا منها يتبوأ بين أقرانه الستة مكانة بارزة.,##a,noun,B-PERS
وقد عززت هذا المفهوم المناقشات المتصلة بفكرة الذوق ودور المتذوق، واختراع بومغارتن Baumgarten لمصطلح علم الجمال aesthetics وجهوده مع «كنت» ولا سيما في كتابه الأخير «نقد الحكم»، في التمييز ما بين الجميل، والجيد، والحقيقي، والمفيد فضلًا عن النهوض البطيء لمكانة الرواية في المجتمع الأوربي، وقاد كل ذلك في نهاية المطاف إلى ظهور مفهوم للأدب مواز لمفهومي الفنون التشكيلية والموسيقى وغيرهما من الفنون الجميلة المعروفة، وغدا الأدب واحدًا منها يتبوأ بين أقرانه الستة مكانة بارزة.,##um,noun,B-PERS
وقد عززت هذا المفهوم المناقشات المتصلة بفكرة الذوق ودور المتذوق، واختراع بومغارتن Baumgarten لمصطلح علم الجمال aesthetics وجهوده مع «كنت» ولا سيما في كتابه الأخير «نقد الحكم»، في التمييز ما بين الجميل، والجيد، والحقيقي، والمفيد فضلًا عن النهوض البطيء لمكانة الرواية في المجتمع الأوربي، وقاد كل ذلك في نهاية المطاف إلى ظهور مفهوم للأدب مواز لمفهومي الفنون التشكيلية والموسيقى وغيرهما من الفنون الجميلة المعروفة، وغدا الأدب واحدًا منها يتبوأ بين أقرانه الستة مكانة بارزة.,##g,adj,B-PERS
وقد عززت هذا المفهوم المناقشات المتصلة بفكرة الذوق ودور المتذوق، واختراع بومغارتن Baumgarten لمصطلح علم الجمال aesthetics وجهوده مع «كنت» ولا سيما في كتابه الأخير «نقد الحكم»، في التمييز ما بين الجميل، والجيد، والحقيقي، والمفيد فضلًا عن النهوض البطيء لمكانة الرواية في المجتمع الأوربي، وقاد كل ذلك في نهاية المطاف إلى ظهور مفهوم للأدب مواز لمفهومي الفنون التشكيلية والموسيقى وغيرهما من الفنون الجميلة المعروفة، وغدا الأدب واحدًا منها يتبوأ بين أقرانه الستة مكانة بارزة.,##art,adj,I-PERS
وقد عززت هذا المفهوم المناقشات المتصلة بفكرة الذوق ودور المتذوق، واختراع بومغارتن Baumgarten لمصطلح علم الجمال aesthetics وجهوده مع «كنت» ولا سيما في كتابه الأخير «نقد الحكم»، في التمييز ما بين الجميل، والجيد، والحقيقي، والمفيد فضلًا عن النهوض البطيء لمكانة الرواية في المجتمع الأوربي، وقاد كل ذلك في نهاية المطاف إلى ظهور مفهوم للأدب مواز لمفهومي الفنون التشكيلية والموسيقى وغيرهما من الفنون الجميلة المعروفة، وغدا الأدب واحدًا منها يتبوأ بين أقرانه الستة مكانة بارزة.,##en,noun,I-PERS
وقد عززت هذا المفهوم المناقشات المتصلة بفكرة الذوق ودور المتذوق، واختراع بومغارتن Baumgarten لمصطلح علم الجمال aesthetics وجهوده مع «كنت» ولا سيما في كتابه الأخير «نقد الحكم»، في التمييز ما بين الجميل، والجيد، والحقيقي، والمفيد فضلًا عن النهوض البطيء لمكانة الرواية في المجتمع الأوربي، وقاد كل ذلك في نهاية المطاف إلى ظهور مفهوم للأدب مواز لمفهومي الفنون التشكيلية والموسيقى وغيرهما من الفنون الجميلة المعروفة، وغدا الأدب واحدًا منها يتبوأ بين أقرانه الستة مكانة بارزة.,كنت,noun,B-PERS
وأطلق بعضهم الأدب على التأليف عامة، فترجم ياقوت الحموي في معجم الأدباء للمؤلفين في جميع أنواع المعرفة.,ياق,verb,B-PERS
وأطلق بعضهم الأدب على التأليف عامة، فترجم ياقوت الحموي في معجم الأدباء للمؤلفين في جميع أنواع المعرفة.,##وت,noun_quant,I-PERS
وأطلق بعضهم الأدب على التأليف عامة، فترجم ياقوت الحموي في معجم الأدباء للمؤلفين في جميع أنواع المعرفة.,الحم,noun,I-PERS
وأطلق بعضهم الأدب على التأليف عامة، فترجم ياقوت الحموي في معجم الأدباء للمؤلفين في جميع أنواع المعرفة.,##وي,prep,I-PERS
وفي القرن الثاني للميلاد استخدمت الكلمة للدلالة على «مجموع من الكتابة»، إذ يجد المرء كلًا من تيرتوليان وكاسيان Cassian يقابل بين الكتابة الزمنية الوثنية litteratura والكتاب المقدس Scriptura.,تير,prep,B-LOC
وفي القرن الثاني للميلاد استخدمت الكلمة للدلالة على «مجموع من الكتابة»، إذ يجد المرء كلًا من تيرتوليان وكاسيان Cassian يقابل بين الكتابة الزمنية الوثنية litteratura والكتاب المقدس Scriptura.,##تو,noun,I-LOC
وفي القرن الثاني للميلاد استخدمت الكلمة للدلالة على «مجموع من الكتابة»، إذ يجد المرء كلًا من تيرتوليان وكاسيان Cassian يقابل بين الكتابة الزمنية الوثنية litteratura والكتاب المقدس Scriptura.,##ليا,adj_num,I-LOC
وفي القرن الثاني للميلاد استخدمت الكلمة للدلالة على «مجموع من الكتابة»، إذ يجد المرء كلًا من تيرتوليان وكاسيان Cassian يقابل بين الكتابة الزمنية الوثنية litteratura والكتاب المقدس Scriptura.,##ن,noun_prop,I-LOC
وفي القرن الثاني للميلاد استخدمت الكلمة للدلالة على «مجموع من الكتابة»، إذ يجد المرء كلًا من تيرتوليان وكاسيان Cassian يقابل بين الكتابة الزمنية الوثنية litteratura والكتاب المقدس Scriptura.,وك,noun_prop,B-LOC
وفي القرن الثاني للميلاد استخدمت الكلمة للدلالة على «مجموع من الكتابة»، إذ يجد المرء كلًا من تيرتوليان وكاسيان Cassian يقابل بين الكتابة الزمنية الوثنية litteratura والكتاب المقدس Scriptura.,##اس,noun,B-LOC
وفي القرن الثاني للميلاد استخدمت الكلمة للدلالة على «مجموع من الكتابة»، إذ يجد المرء كلًا من تيرتوليان وكاسيان Cassian يقابل بين الكتابة الزمنية الوثنية litteratura والكتاب المقدس Scriptura.,##يان,verb,I-LOC
وفي القرن الثاني للميلاد استخدمت الكلمة للدلالة على «مجموع من الكتابة»، إذ يجد المرء كلًا من تيرتوليان وكاسيان Cassian يقابل بين الكتابة الزمنية الوثنية litteratura والكتاب المقدس Scriptura.,C,noun,B-LOC
"أوكتافيو باثبذلك يحوّل المقال إلى مناجاة حضرية تتلمّس مثل الإنسان ذاته، وتحاول أن تقول:""لا يُترك المرء للفراغ إلا حين يخسر المدينة، لكن المدينة بدورها يمكن أن تبتلعه إذا مات داخلها بلا انتباه.""",أو,noun_prop,B-PERS
"أوكتافيو باثبذلك يحوّل المقال إلى مناجاة حضرية تتلمّس مثل الإنسان ذاته، وتحاول أن تقول:""لا يُترك المرء للفراغ إلا حين يخسر المدينة، لكن المدينة بدورها يمكن أن تبتلعه إذا مات داخلها بلا انتباه.""",##كت,noun_prop,I-PERS
"أوكتافيو باثبذلك يحوّل المقال إلى مناجاة حضرية تتلمّس مثل الإنسان ذاته، وتحاول أن تقول:""لا يُترك المرء للفراغ إلا حين يخسر المدينة، لكن المدينة بدورها يمكن أن تبتلعه إذا مات داخلها بلا انتباه.""",##افي,noun_prop,I-PERS
"أوكتافيو باثبذلك يحوّل المقال إلى مناجاة حضرية تتلمّس مثل الإنسان ذاته، وتحاول أن تقول:""لا يُترك المرء للفراغ إلا حين يخسر المدينة، لكن المدينة بدورها يمكن أن تبتلعه إذا مات داخلها بلا انتباه.""",##و,noun_prop,I-PERS
"أوكتافيو باثبذلك يحوّل المقال إلى مناجاة حضرية تتلمّس مثل الإنسان ذاته، وتحاول أن تقول:""لا يُترك المرء للفراغ إلا حين يخسر المدينة، لكن المدينة بدورها يمكن أن تبتلعه إذا مات داخلها بلا انتباه.""",با,noun_prop,I-PERS
فابن الأنباري في نزهة الألباء في طبقات الأدباء يترجم للنحاة وللغويين والشعراء والكتاب.,فاب,noun,B-PERS
فابن الأنباري في نزهة الألباء في طبقات الأدباء يترجم للنحاة وللغويين والشعراء والكتاب.,##ن,verb,B-PERS
فابن الأنباري في نزهة الألباء في طبقات الأدباء يترجم للنحاة وللغويين والشعراء والكتاب.,الأنبا,adj,I-PERS
فابن الأنباري في نزهة الألباء في طبقات الأدباء يترجم للنحاة وللغويين والشعراء والكتاب.,##ري,adj,I-PERS
وفي القرن السابع عشر ينبثق مصطلح «Belles Lettres» «الأدب بوصفه فنًا جميلًا»، فيقترح شارل بيرو Charles Perrault على كولبير Colbert إنشاء أكاديمية تضم قسمًا خاصًا لـ «Belles Lettres» يشمل النحو والفصاحة والشعر.,Be,prep,B-MISC
وفي القرن السابع عشر ينبثق مصطلح «Belles Lettres» «الأدب بوصفه فنًا جميلًا»، فيقترح شارل بيرو Charles Perrault على كولبير Colbert إنشاء أكاديمية تضم قسمًا خاصًا لـ «Belles Lettres» يشمل النحو والفصاحة والشعر.,Le,noun,I-MISC
وفي القرن السابع عشر ينبثق مصطلح «Belles Lettres» «الأدب بوصفه فنًا جميلًا»، فيقترح شارل بيرو Charles Perrault على كولبير Colbert إنشاء أكاديمية تضم قسمًا خاصًا لـ «Belles Lettres» يشمل النحو والفصاحة والشعر.,شارل,adj_num,B-PERS
وفي القرن السابع عشر ينبثق مصطلح «Belles Lettres» «الأدب بوصفه فنًا جميلًا»، فيقترح شارل بيرو Charles Perrault على كولبير Colbert إنشاء أكاديمية تضم قسمًا خاصًا لـ «Belles Lettres» يشمل النحو والفصاحة والشعر.,بيرو,noun_prop,I-PERS
وفي القرن السابع عشر ينبثق مصطلح «Belles Lettres» «الأدب بوصفه فنًا جميلًا»، فيقترح شارل بيرو Charles Perrault على كولبير Colbert إنشاء أكاديمية تضم قسمًا خاصًا لـ «Belles Lettres» يشمل النحو والفصاحة والشعر.,Ch,verb,B-PERS
وفي القرن السابع عشر ينبثق مصطلح «Belles Lettres» «الأدب بوصفه فنًا جميلًا»، فيقترح شارل بيرو Charles Perrault على كولبير Colbert إنشاء أكاديمية تضم قسمًا خاصًا لـ «Belles Lettres» يشمل النحو والفصاحة والشعر.,##ar,verb,B-PERS
وفي القرن السابع عشر ينبثق مصطلح «Belles Lettres» «الأدب بوصفه فنًا جميلًا»، فيقترح شارل بيرو Charles Perrault على كولبير Colbert إنشاء أكاديمية تضم قسمًا خاصًا لـ «Belles Lettres» يشمل النحو والفصاحة والشعر.,##les,noun,B-PERS
وفي القرن السابع عشر ينبثق مصطلح «Belles Lettres» «الأدب بوصفه فنًا جميلًا»، فيقترح شارل بيرو Charles Perrault على كولبير Colbert إنشاء أكاديمية تضم قسمًا خاصًا لـ «Belles Lettres» يشمل النحو والفصاحة والشعر.,P,adj,I-PERS
وفي القرن السابع عشر ينبثق مصطلح «Belles Lettres» «الأدب بوصفه فنًا جميلًا»، فيقترح شارل بيرو Charles Perrault على كولبير Colbert إنشاء أكاديمية تضم قسمًا خاصًا لـ «Belles Lettres» يشمل النحو والفصاحة والشعر.,##er,noun,I-PERS
وفي القرن السابع عشر ينبثق مصطلح «Belles Lettres» «الأدب بوصفه فنًا جميلًا»، فيقترح شارل بيرو Charles Perrault على كولبير Colbert إنشاء أكاديمية تضم قسمًا خاصًا لـ «Belles Lettres» يشمل النحو والفصاحة والشعر.,##ra,adj,I-PERS
وفي القرن السابع عشر ينبثق مصطلح «Belles Lettres» «الأدب بوصفه فنًا جميلًا»، فيقترح شارل بيرو Charles Perrault على كولبير Colbert إنشاء أكاديمية تضم قسمًا خاصًا لـ «Belles Lettres» يشمل النحو والفصاحة والشعر.,##ult,punc,I-PERS
وفي القرن السابع عشر ينبثق مصطلح «Belles Lettres» «الأدب بوصفه فنًا جميلًا»، فيقترح شارل بيرو Charles Perrault على كولبير Colbert إنشاء أكاديمية تضم قسمًا خاصًا لـ «Belles Lettres» يشمل النحو والفصاحة والشعر.,كول,noun,B-PERS
وفي القرن السابع عشر ينبثق مصطلح «Belles Lettres» «الأدب بوصفه فنًا جميلًا»، فيقترح شارل بيرو Charles Perrault على كولبير Colbert إنشاء أكاديمية تضم قسمًا خاصًا لـ «Belles Lettres» يشمل النحو والفصاحة والشعر.,##بير,noun,I-PERS
وفي القرن السابع عشر ينبثق مصطلح «Belles Lettres» «الأدب بوصفه فنًا جميلًا»، فيقترح شارل بيرو Charles Perrault على كولبير Colbert إنشاء أكاديمية تضم قسمًا خاصًا لـ «Belles Lettres» يشمل النحو والفصاحة والشعر.,C,noun,B-PERS
وفي القرن السابع عشر ينبثق مصطلح «Belles Lettres» «الأدب بوصفه فنًا جميلًا»، فيقترح شارل بيرو Charles Perrault على كولبير Colbert إنشاء أكاديمية تضم قسمًا خاصًا لـ «Belles Lettres» يشمل النحو والفصاحة والشعر.,##ol,adj,B-PERS
وفي القرن السابع عشر ينبثق مصطلح «Belles Lettres» «الأدب بوصفه فنًا جميلًا»، فيقترح شارل بيرو Charles Perrault على كولبير Colbert إنشاء أكاديمية تضم قسمًا خاصًا لـ «Belles Lettres» يشمل النحو والفصاحة والشعر.,##ber,noun,B-PERS
بهذا المعنى الواسع يجدها الباحث لدى إخوان الصفا في القرن الرابع الهجري عندما استخدموها في رسائلهم للدلالة على علوم السحر والكيمياء والحساب والمعاملات والتجارة فضلًا عن علوم القرآن والبيان والتاريخ والأخبار.,إخ,pron_dem,B-ORG
بهذا المعنى الواسع يجدها الباحث لدى إخوان الصفا في القرن الرابع الهجري عندما استخدموها في رسائلهم للدلالة على علوم السحر والكيمياء والحساب والمعاملات والتجارة فضلًا عن علوم القرآن والبيان والتاريخ والأخبار.,##وان,noun,B-ORG
بهذا المعنى الواسع يجدها الباحث لدى إخوان الصفا في القرن الرابع الهجري عندما استخدموها في رسائلهم للدلالة على علوم السحر والكيمياء والحساب والمعاملات والتجارة فضلًا عن علوم القرآن والبيان والتاريخ والأخبار.,الصفا,adj,I-ORG
"الجائزة والتقدير
ليست قصيدة مفردة، لكن «أتحدّث عن المدينة» مُعنونة ضمن كتابات باث الأكثر تأثيرًا؛ وقد ساهم هذا النص، ضمن مجموعة أعماله، في تعزيز مكانته كواحد من أهم المنظرين للحياة الحضرية في الوطنين الأمريكي واللاتيني، ما أدى -جزئيًّا- إلى منحه جائزة نوبل في الأدب عام 1990 تقديرًا لإبداعه الذي ""يجمع بين الحس الشعري والفكر النقدي بوضوح شفاف"" .",با,noun,B-PERS
"الجائزة والتقدير
ليست قصيدة مفردة، لكن «أتحدّث عن المدينة» مُعنونة ضمن كتابات باث الأكثر تأثيرًا؛ وقد ساهم هذا النص، ضمن مجموعة أعماله، في تعزيز مكانته كواحد من أهم المنظرين للحياة الحضرية في الوطنين الأمريكي واللاتيني، ما أدى -جزئيًّا- إلى منحه جائزة نوبل في الأدب عام 1990 تقديرًا لإبداعه الذي ""يجمع بين الحس الشعري والفكر النقدي بوضوح شفاف"" .",نوبل,noun,B-MISC
وقد استمر الجمع بين معنيي التهذيب والتعليم في العصر العباسي كما يلاحظ في كتاب الأدب الصغير والأدب الكبير لابن المقفع.,لابن,part_verb,B-PERS
وقد استمر الجمع بين معنيي التهذيب والتعليم في العصر العباسي كما يلاحظ في كتاب الأدب الصغير والأدب الكبير لابن المقفع.,المق,verb,I-PERS
وقد استمر الجمع بين معنيي التهذيب والتعليم في العصر العباسي كما يلاحظ في كتاب الأدب الصغير والأدب الكبير لابن المقفع.,##فع,noun,I-PERS
بوجه عام يمكن القول إن الكلمة كانت تطلق في القرنين الثاني والثالث الهجريين وما تلاهما من قرون على معرفة أشعار العرب وأخبارهم، وكان المؤلفون العرب يصنفون كتبًا ينعتونها بأنها كتب أدب مثل «البيان والتبيين» للجاحظ (ت255هـ)، و«عيون الأخبار» لابن قتيبة (ت276هـ)، و«الكامل في اللغة والأدب» للمبرِّد (ت285هـ)، و«العقد الفريد» لابن عبد ربه (ت328هـ)، و«زهر الآداب» للحصري (ت453هـ).,البيان,noun,B-MISC
بوجه عام يمكن القول إن الكلمة كانت تطلق في القرنين الثاني والثالث الهجريين وما تلاهما من قرون على معرفة أشعار العرب وأخبارهم، وكان المؤلفون العرب يصنفون كتبًا ينعتونها بأنها كتب أدب مثل «البيان والتبيين» للجاحظ (ت255هـ)، و«عيون الأخبار» لابن قتيبة (ت276هـ)، و«الكامل في اللغة والأدب» للمبرِّد (ت285هـ)، و«العقد الفريد» لابن عبد ربه (ت328هـ)، و«زهر الآداب» للحصري (ت453هـ).,والتب,adj,I-MISC
بوجه عام يمكن القول إن الكلمة كانت تطلق في القرنين الثاني والثالث الهجريين وما تلاهما من قرون على معرفة أشعار العرب وأخبارهم، وكان المؤلفون العرب يصنفون كتبًا ينعتونها بأنها كتب أدب مثل «البيان والتبيين» للجاحظ (ت255هـ)، و«عيون الأخبار» لابن قتيبة (ت276هـ)، و«الكامل في اللغة والأدب» للمبرِّد (ت285هـ)، و«العقد الفريد» لابن عبد ربه (ت328هـ)، و«زهر الآداب» للحصري (ت453هـ).,للج,verb,B-PERS
بوجه عام يمكن القول إن الكلمة كانت تطلق في القرنين الثاني والثالث الهجريين وما تلاهما من قرون على معرفة أشعار العرب وأخبارهم، وكان المؤلفون العرب يصنفون كتبًا ينعتونها بأنها كتب أدب مثل «البيان والتبيين» للجاحظ (ت255هـ)، و«عيون الأخبار» لابن قتيبة (ت276هـ)، و«الكامل في اللغة والأدب» للمبرِّد (ت285هـ)، و«العقد الفريد» لابن عبد ربه (ت328هـ)، و«زهر الآداب» للحصري (ت453هـ).,##اح,noun,B-PERS
بوجه عام يمكن القول إن الكلمة كانت تطلق في القرنين الثاني والثالث الهجريين وما تلاهما من قرون على معرفة أشعار العرب وأخبارهم، وكان المؤلفون العرب يصنفون كتبًا ينعتونها بأنها كتب أدب مثل «البيان والتبيين» للجاحظ (ت255هـ)، و«عيون الأخبار» لابن قتيبة (ت276هـ)، و«الكامل في اللغة والأدب» للمبرِّد (ت285هـ)، و«العقد الفريد» لابن عبد ربه (ت328هـ)، و«زهر الآداب» للحصري (ت453هـ).,##ظ,abbrev,I-PERS
بوجه عام يمكن القول إن الكلمة كانت تطلق في القرنين الثاني والثالث الهجريين وما تلاهما من قرون على معرفة أشعار العرب وأخبارهم، وكان المؤلفون العرب يصنفون كتبًا ينعتونها بأنها كتب أدب مثل «البيان والتبيين» للجاحظ (ت255هـ)، و«عيون الأخبار» لابن قتيبة (ت276هـ)، و«الكامل في اللغة والأدب» للمبرِّد (ت285هـ)، و«العقد الفريد» لابن عبد ربه (ت328هـ)، و«زهر الآداب» للحصري (ت453هـ).,لابن,noun,B-PERS
بوجه عام يمكن القول إن الكلمة كانت تطلق في القرنين الثاني والثالث الهجريين وما تلاهما من قرون على معرفة أشعار العرب وأخبارهم، وكان المؤلفون العرب يصنفون كتبًا ينعتونها بأنها كتب أدب مثل «البيان والتبيين» للجاحظ (ت255هـ)، و«عيون الأخبار» لابن قتيبة (ت276هـ)، و«الكامل في اللغة والأدب» للمبرِّد (ت285هـ)، و«العقد الفريد» لابن عبد ربه (ت328هـ)، و«زهر الآداب» للحصري (ت453هـ).,قتي,verb,I-PERS
بوجه عام يمكن القول إن الكلمة كانت تطلق في القرنين الثاني والثالث الهجريين وما تلاهما من قرون على معرفة أشعار العرب وأخبارهم، وكان المؤلفون العرب يصنفون كتبًا ينعتونها بأنها كتب أدب مثل «البيان والتبيين» للجاحظ (ت255هـ)، و«عيون الأخبار» لابن قتيبة (ت276هـ)، و«الكامل في اللغة والأدب» للمبرِّد (ت285هـ)، و«العقد الفريد» لابن عبد ربه (ت328هـ)، و«زهر الآداب» للحصري (ت453هـ).,##بة,verb,I-PERS
بوجه عام يمكن القول إن الكلمة كانت تطلق في القرنين الثاني والثالث الهجريين وما تلاهما من قرون على معرفة أشعار العرب وأخبارهم، وكان المؤلفون العرب يصنفون كتبًا ينعتونها بأنها كتب أدب مثل «البيان والتبيين» للجاحظ (ت255هـ)، و«عيون الأخبار» لابن قتيبة (ت276هـ)، و«الكامل في اللغة والأدب» للمبرِّد (ت285هـ)، و«العقد الفريد» لابن عبد ربه (ت328هـ)، و«زهر الآداب» للحصري (ت453هـ).,الكامل,prep,B-MISC
بوجه عام يمكن القول إن الكلمة كانت تطلق في القرنين الثاني والثالث الهجريين وما تلاهما من قرون على معرفة أشعار العرب وأخبارهم، وكان المؤلفون العرب يصنفون كتبًا ينعتونها بأنها كتب أدب مثل «البيان والتبيين» للجاحظ (ت255هـ)، و«عيون الأخبار» لابن قتيبة (ت276هـ)، و«الكامل في اللغة والأدب» للمبرِّد (ت285هـ)، و«العقد الفريد» لابن عبد ربه (ت328هـ)، و«زهر الآداب» للحصري (ت453هـ).,العقد,noun,B-MISC
بوجه عام يمكن القول إن الكلمة كانت تطلق في القرنين الثاني والثالث الهجريين وما تلاهما من قرون على معرفة أشعار العرب وأخبارهم، وكان المؤلفون العرب يصنفون كتبًا ينعتونها بأنها كتب أدب مثل «البيان والتبيين» للجاحظ (ت255هـ)، و«عيون الأخبار» لابن قتيبة (ت276هـ)، و«الكامل في اللغة والأدب» للمبرِّد (ت285هـ)، و«العقد الفريد» لابن عبد ربه (ت328هـ)، و«زهر الآداب» للحصري (ت453هـ).,الفري,noun,I-MISC
بوجه عام يمكن القول إن الكلمة كانت تطلق في القرنين الثاني والثالث الهجريين وما تلاهما من قرون على معرفة أشعار العرب وأخبارهم، وكان المؤلفون العرب يصنفون كتبًا ينعتونها بأنها كتب أدب مثل «البيان والتبيين» للجاحظ (ت255هـ)، و«عيون الأخبار» لابن قتيبة (ت276هـ)، و«الكامل في اللغة والأدب» للمبرِّد (ت285هـ)، و«العقد الفريد» لابن عبد ربه (ت328هـ)، و«زهر الآداب» للحصري (ت453هـ).,##د,adj_num,I-MISC
بوجه عام يمكن القول إن الكلمة كانت تطلق في القرنين الثاني والثالث الهجريين وما تلاهما من قرون على معرفة أشعار العرب وأخبارهم، وكان المؤلفون العرب يصنفون كتبًا ينعتونها بأنها كتب أدب مثل «البيان والتبيين» للجاحظ (ت255هـ)، و«عيون الأخبار» لابن قتيبة (ت276هـ)، و«الكامل في اللغة والأدب» للمبرِّد (ت285هـ)، و«العقد الفريد» لابن عبد ربه (ت328هـ)، و«زهر الآداب» للحصري (ت453هـ).,لابن,adj_num,B-PERS
بوجه عام يمكن القول إن الكلمة كانت تطلق في القرنين الثاني والثالث الهجريين وما تلاهما من قرون على معرفة أشعار العرب وأخبارهم، وكان المؤلفون العرب يصنفون كتبًا ينعتونها بأنها كتب أدب مثل «البيان والتبيين» للجاحظ (ت255هـ)، و«عيون الأخبار» لابن قتيبة (ت276هـ)، و«الكامل في اللغة والأدب» للمبرِّد (ت285هـ)، و«العقد الفريد» لابن عبد ربه (ت328هـ)، و«زهر الآداب» للحصري (ت453هـ).,عبد,adj,I-PERS
بوجه عام يمكن القول إن الكلمة كانت تطلق في القرنين الثاني والثالث الهجريين وما تلاهما من قرون على معرفة أشعار العرب وأخبارهم، وكان المؤلفون العرب يصنفون كتبًا ينعتونها بأنها كتب أدب مثل «البيان والتبيين» للجاحظ (ت255هـ)، و«عيون الأخبار» لابن قتيبة (ت276هـ)، و«الكامل في اللغة والأدب» للمبرِّد (ت285هـ)، و«العقد الفريد» لابن عبد ربه (ت328هـ)، و«زهر الآداب» للحصري (ت453هـ).,ربه,adj,I-PERS
بوجه عام يمكن القول إن الكلمة كانت تطلق في القرنين الثاني والثالث الهجريين وما تلاهما من قرون على معرفة أشعار العرب وأخبارهم، وكان المؤلفون العرب يصنفون كتبًا ينعتونها بأنها كتب أدب مثل «البيان والتبيين» للجاحظ (ت255هـ)، و«عيون الأخبار» لابن قتيبة (ت276هـ)، و«الكامل في اللغة والأدب» للمبرِّد (ت285هـ)، و«العقد الفريد» لابن عبد ربه (ت328هـ)، و«زهر الآداب» للحصري (ت453هـ).,زه,pron_rel,B-MISC
بوجه عام يمكن القول إن الكلمة كانت تطلق في القرنين الثاني والثالث الهجريين وما تلاهما من قرون على معرفة أشعار العرب وأخبارهم، وكان المؤلفون العرب يصنفون كتبًا ينعتونها بأنها كتب أدب مثل «البيان والتبيين» للجاحظ (ت255هـ)، و«عيون الأخبار» لابن قتيبة (ت276هـ)، و«الكامل في اللغة والأدب» للمبرِّد (ت285هـ)، و«العقد الفريد» لابن عبد ربه (ت328هـ)، و«زهر الآداب» للحصري (ت453هـ).,الآداب,verb,I-MISC
بوجه عام يمكن القول إن الكلمة كانت تطلق في القرنين الثاني والثالث الهجريين وما تلاهما من قرون على معرفة أشعار العرب وأخبارهم، وكان المؤلفون العرب يصنفون كتبًا ينعتونها بأنها كتب أدب مثل «البيان والتبيين» للجاحظ (ت255هـ)، و«عيون الأخبار» لابن قتيبة (ت276هـ)، و«الكامل في اللغة والأدب» للمبرِّد (ت285هـ)، و«العقد الفريد» لابن عبد ربه (ت328هـ)، و«زهر الآداب» للحصري (ت453هـ).,للح,noun,B-PERS
بوجه عام يمكن القول إن الكلمة كانت تطلق في القرنين الثاني والثالث الهجريين وما تلاهما من قرون على معرفة أشعار العرب وأخبارهم، وكان المؤلفون العرب يصنفون كتبًا ينعتونها بأنها كتب أدب مثل «البيان والتبيين» للجاحظ (ت255هـ)، و«عيون الأخبار» لابن قتيبة (ت276هـ)، و«الكامل في اللغة والأدب» للمبرِّد (ت285هـ)، و«العقد الفريد» لابن عبد ربه (ت328هـ)، و«زهر الآداب» للحصري (ت453هـ).,##صري,prep,B-PERS
فعلى سبيل المثال يعرف الأدب في طبعة عام 1721 لمعجم تريفو بأنه «مذهب، معرفة معمقة للآداب»، وثمة في «الموسوعة العظيمة» مقالة بتوقيع J.D أي Jaucourt Le chevalier تعرف الأدب بأنه مصطلح «يعني التبحر ومعرفة الأدب بوصفه فنًا جميلًا.,تري,prep,B-MISC
